,cursor,name_with_owner,name,url,stargazer_count,issue_close_median,topic
350,Y3Vyc29yOjM1MQ==,dbuxy218/Prismatic-Night,Prismatic-Night,https://github.com/dbuxy218/Prismatic-Night,227,0.0,material-design
351,Y3Vyc29yOjM1Mg==,sephiroth74/NumberSlidingPicker,NumberSlidingPicker,https://github.com/sephiroth74/NumberSlidingPicker,225,720.0,material-design
352,Y3Vyc29yOjM1Mw==,ForgetSky/WanAndroid,WanAndroid,https://github.com/ForgetSky/WanAndroid,224,0.0,material-design
353,Y3Vyc29yOjM1NA==,robertlevonyan/customFloatingActionButton,customFloatingActionButton,https://github.com/robertlevonyan/customFloatingActionButton,222,780.0,material-design
354,Y3Vyc29yOjM1NQ==,Shashank02051997/FancyWalkthrough-Android,FancyWalkthrough-Android,https://github.com/Shashank02051997/FancyWalkthrough-Android,221,,material-design
355,Y3Vyc29yOjM1Ng==,Semper-Viventem/Material-backdrop,Material-backdrop,https://github.com/Semper-Viventem/Material-backdrop,221,672.0,material-design
356,Y3Vyc29yOjM1Nw==,BootstrapDash/Material-Admin,Material-Admin,https://github.com/BootstrapDash/Material-Admin,220,9984.0,material-design
357,Y3Vyc29yOjM1OA==,michaelbel/BottomSheet,BottomSheet,https://github.com/michaelbel/BottomSheet,219,2664.0,material-design
358,Y3Vyc29yOjM1OQ==,pranavpandey/dynamic-support,dynamic-support,https://github.com/pranavpandey/dynamic-support,218,1512.0,material-design
359,Y3Vyc29yOjM2MA==,Yoshino-UI/Yoshino,Yoshino,https://github.com/Yoshino-UI/Yoshino,216,120.0,material-design
360,Y3Vyc29yOjM2MQ==,tuckerconnelly/carbon-ui,carbon-ui,https://github.com/tuckerconnelly/carbon-ui,215,24.0,material-design
361,Y3Vyc29yOjM2Mg==,TryGhost/Ghost-Android,Ghost-Android,https://github.com/TryGhost/Ghost-Android,215,72.0,material-design
362,Y3Vyc29yOjM2Mw==,forehalo/materialize-blog,materialize-blog,https://github.com/forehalo/materialize-blog,212,924.0,material-design
363,Y3Vyc29yOjM2NA==,720kb/hubuntu-ui,hubuntu-ui,https://github.com/720kb/hubuntu-ui,208,0.0,material-design
364,Y3Vyc29yOjM2NQ==,darioielardi/flutter_speed_dial,flutter_speed_dial,https://github.com/darioielardi/flutter_speed_dial,208,1944.0,material-design
365,Y3Vyc29yOjM2Ng==,dikiaap/minimalist,minimalist,https://github.com/dikiaap/minimalist,207,0.0,material-design
366,Y3Vyc29yOjM2Nw==,fivethree-team/ionic-4-components,ionic-4-components,https://github.com/fivethree-team/ionic-4-components,206,144.0,material-design
367,Y3Vyc29yOjM2OA==,AhmadNemati/WindView,WindView,https://github.com/AhmadNemati/WindView,205,,material-design
368,Y3Vyc29yOjM2OQ==,cprodhomme/arctic_admin,arctic_admin,https://github.com/cprodhomme/arctic_admin,203,696.0,material-design
369,Y3Vyc29yOjM3MA==,heinrichreimer/material-singleinputform,material-singleinputform,https://github.com/heinrichreimer/material-singleinputform,202,816.0,material-design
370,Y3Vyc29yOjM3MQ==,jMavarez/MaterialCalendar,MaterialCalendar,https://github.com/jMavarez/MaterialCalendar,196,48.0,material-design
371,Y3Vyc29yOjM3Mg==,enilu/material-admin,material-admin,https://github.com/enilu/material-admin,196,1068.0,material-design
372,Y3Vyc29yOjM3Mw==,wadackel/react-md-spinner,react-md-spinner,https://github.com/wadackel/react-md-spinner,195,0.0,material-design
373,Y3Vyc29yOjM3NA==,iliyaZelenko/vue-cool-select,vue-cool-select,https://github.com/iliyaZelenko/vue-cool-select,195,0.0,material-design
374,Y3Vyc29yOjM3NQ==,kobakei/MaterialFabSpeedDial,MaterialFabSpeedDial,https://github.com/kobakei/MaterialFabSpeedDial,194,0.0,material-design
375,Y3Vyc29yOjM3Ng==,taoyimin/acgn-community,acgn-community,https://github.com/taoyimin/acgn-community,193,,material-design
376,Y3Vyc29yOjM3Nw==,Teradata/vantage-ui-template,vantage-ui-template,https://github.com/Teradata/vantage-ui-template,192,4128.0,material-design
377,Y3Vyc29yOjM3OA==,muigukenneth/ElegantDialog,ElegantDialog,https://github.com/muigukenneth/ElegantDialog,190,1044.0,material-design
378,Y3Vyc29yOjM3OQ==,shijiacheng/wanandroid_flutter,wanandroid_flutter,https://github.com/shijiacheng/wanandroid_flutter,190,0.0,material-design
379,Y3Vyc29yOjM4MA==,mkermani144/wanna,wanna,https://github.com/mkermani144/wanna,190,324.0,material-design
380,Y3Vyc29yOjM4MQ==,edasubert/beamerMaterialDesign,beamerMaterialDesign,https://github.com/edasubert/beamerMaterialDesign,188,72.0,material-design
381,Y3Vyc29yOjM4Mg==,timmo001/home-panel,home-panel,https://github.com/timmo001/home-panel,187,48.0,material-design
382,Y3Vyc29yOjM4Mw==,artur9010/lightdm-webkit-material,lightdm-webkit-material,https://github.com/artur9010/lightdm-webkit-material,187,4056.0,material-design
383,Y3Vyc29yOjM4NA==,awesome-inc/FontAwesome.Sharp,FontAwesome.Sharp,https://github.com/awesome-inc/FontAwesome.Sharp,185,408.0,material-design
384,Y3Vyc29yOjM4NQ==,Commit451/QuickActionView,QuickActionView,https://github.com/Commit451/QuickActionView,185,720.0,material-design
385,Y3Vyc29yOjM4Ng==,lirios/browser,browser,https://github.com/lirios/browser,184,1080.0,material-design
386,Y3Vyc29yOjM4Nw==,javiersantos/WhatsAppBetaUpdater,WhatsAppBetaUpdater,https://github.com/javiersantos/WhatsAppBetaUpdater,184,24.0,material-design
387,Y3Vyc29yOjM4OA==,react-mdc/react-material-components-web,react-material-components-web,https://github.com/react-mdc/react-material-components-web,184,120.0,material-design
388,Y3Vyc29yOjM4OQ==,TheCodeMonks/Notzz-App,Notzz-App,https://github.com/TheCodeMonks/Notzz-App,181,0.0,material-design
389,Y3Vyc29yOjM5MA==,dimitropoulos/react-ui-roundup,react-ui-roundup,https://github.com/dimitropoulos/react-ui-roundup,180,312.0,material-design
390,Y3Vyc29yOjM5MQ==,web-ridge/react-native-paper-dates,react-native-paper-dates,https://github.com/web-ridge/react-native-paper-dates,180,120.0,material-design
391,Y3Vyc29yOjM5Mg==,developit/preact-mdl,preact-mdl,https://github.com/developit/preact-mdl,179,24.0,material-design
392,Y3Vyc29yOjM5Mw==,msasikanth/ColorSheet,ColorSheet,https://github.com/msasikanth/ColorSheet,179,2436.0,material-design
393,Y3Vyc29yOjM5NA==,Salby/morpheus,morpheus,https://github.com/Salby/morpheus,177,168.0,material-design
394,Y3Vyc29yOjM5NQ==,samthor/rippleJS,rippleJS,https://github.com/samthor/rippleJS,177,792.0,material-design
395,Y3Vyc29yOjM5Ng==,themefisher/kross-hugo,kross-hugo,https://github.com/themefisher/kross-hugo,175,72.0,material-design
396,Y3Vyc29yOjM5Nw==,leoelstin/flutter_kart,flutter_kart,https://github.com/leoelstin/flutter_kart,174,,material-design
397,Y3Vyc29yOjM5OA==,adminfaces/admin-template,admin-template,https://github.com/adminfaces/admin-template,170,0.0,material-design
398,Y3Vyc29yOjM5OQ==,TheKhaeng/material-design-guideline,material-design-guideline,https://github.com/TheKhaeng/material-design-guideline,170,,material-design
399,Y3Vyc29yOjQwMA==,PatilShreyas/MaterialNavigationView-Android,MaterialNavigationView-Android,https://github.com/PatilShreyas/MaterialNavigationView-Android,170,84.0,material-design
400,Y3Vyc29yOjQwMQ==,Eajy/MaterialDesign2,MaterialDesign2,https://github.com/Eajy/MaterialDesign2,170,,material-design
401,Y3Vyc29yOjQwMg==,Templarian/MaterialDesign-SVG,MaterialDesign-SVG,https://github.com/Templarian/MaterialDesign-SVG,168,240.0,material-design
402,Y3Vyc29yOjQwMw==,ChasakisD/Xamarin.Forms.BackgroundKit,Xamarin.Forms.BackgroundKit,https://github.com/ChasakisD/Xamarin.Forms.BackgroundKit,167,264.0,material-design
403,Y3Vyc29yOjQwNA==,Halyul/hexo-theme-mdui,hexo-theme-mdui,https://github.com/Halyul/hexo-theme-mdui,167,24.0,material-design
404,Y3Vyc29yOjQwNQ==,sfeir-open-source/angular-search-experience,angular-search-experience,https://github.com/sfeir-open-source/angular-search-experience,167,732.0,material-design
405,Y3Vyc29yOjQwNg==,syncfusion/ej2-react-ui-components,ej2-react-ui-components,https://github.com/syncfusion/ej2-react-ui-components,167,4680.0,material-design
406,Y3Vyc29yOjQwNw==,stratos-vetsos/react-selectrix,react-selectrix,https://github.com/stratos-vetsos/react-selectrix,166,48.0,material-design
407,Y3Vyc29yOjQwOA==,estevez-dev/ha_client,ha_client,https://github.com/estevez-dev/ha_client,166,84.0,material-design
408,Y3Vyc29yOjQwOQ==,kangdp/WanAndroid,WanAndroid,https://github.com/kangdp/WanAndroid,166,72.0,material-design
409,Y3Vyc29yOjQxMA==,chnouman/AwesomeDialog,AwesomeDialog,https://github.com/chnouman/AwesomeDialog,165,288.0,material-design
410,Y3Vyc29yOjQxMQ==,Cutta/MaterialTransitionAnimation,MaterialTransitionAnimation,https://github.com/Cutta/MaterialTransitionAnimation,165,0.0,material-design
411,Y3Vyc29yOjQxMg==,jameshamann/jekyll-material-theme,jekyll-material-theme,https://github.com/jameshamann/jekyll-material-theme,165,48.0,material-design
412,Y3Vyc29yOjQxMw==,c0de-wizard/motion-layout-playground,motion-layout-playground,https://github.com/c0de-wizard/motion-layout-playground,164,48.0,material-design
413,Y3Vyc29yOjQxNA==,hyojin/material-ui-datatables,material-ui-datatables,https://github.com/hyojin/material-ui-datatables,163,336.0,material-design
414,Y3Vyc29yOjQxNQ==,MicroDroid/vue-materialize-datatable,vue-materialize-datatable,https://github.com/MicroDroid/vue-materialize-datatable,162,48.0,material-design
415,Y3Vyc29yOjQxNg==,vincentmorneau/material-apex,material-apex,https://github.com/vincentmorneau/material-apex,162,408.0,material-design
416,Y3Vyc29yOjQxNw==,jamie-mh/AuthenticatorPro,AuthenticatorPro,https://github.com/jamie-mh/AuthenticatorPro,162,24.0,material-design
417,Y3Vyc29yOjQxOA==,syncfusion/ej2-angular-ui-components,ej2-angular-ui-components,https://github.com/syncfusion/ej2-angular-ui-components,162,3648.0,material-design
418,Y3Vyc29yOjQxOQ==,michael-rapp/AndroidMaterialDialog,AndroidMaterialDialog,https://github.com/michael-rapp/AndroidMaterialDialog,161,24.0,material-design
419,Y3Vyc29yOjQyMA==,PotatoProject/Leaflet,Leaflet,https://github.com/PotatoProject/Leaflet,161,0.0,material-design
420,Y3Vyc29yOjQyMQ==,davidgaroro/vuetify-todo-pwa,vuetify-todo-pwa,https://github.com/davidgaroro/vuetify-todo-pwa,160,192.0,material-design
421,Y3Vyc29yOjQyMg==,hotforfeature/origami,origami,https://github.com/hotforfeature/origami,159,132.0,material-design
422,Y3Vyc29yOjQyMw==,qwqcode/Nacollector,Nacollector,https://github.com/qwqcode/Nacollector,158,24.0,material-design
423,Y3Vyc29yOjQyNA==,mayneyao/gine-blog,gine-blog,https://github.com/mayneyao/gine-blog,157,72.0,material-design
424,Y3Vyc29yOjQyNQ==,hipster-labs/generator-jhipster-react,generator-jhipster-react,https://github.com/hipster-labs/generator-jhipster-react,155,2112.0,material-design
425,Y3Vyc29yOjQyNg==,codefine/hexo-theme-mellow,hexo-theme-mellow,https://github.com/codefine/hexo-theme-mellow,154,96.0,material-design
426,Y3Vyc29yOjQyNw==,manolo/gwt-polymer-elements,gwt-polymer-elements,https://github.com/manolo/gwt-polymer-elements,153,912.0,material-design
427,Y3Vyc29yOjQyOA==,msfjarvis/viscerion,viscerion,https://github.com/msfjarvis/viscerion,152,60.0,material-design
428,Y3Vyc29yOjQyOQ==,haroldadmin/MoonShot,MoonShot,https://github.com/haroldadmin/MoonShot,150,432.0,material-design
429,Y3Vyc29yOjQzMA==,PhilippeBoisney/Material,Material,https://github.com/PhilippeBoisney/Material,149,,material-design
430,Y3Vyc29yOjQzMQ==,PinkyJie/angular1-webpack-starter,angular1-webpack-starter,https://github.com/PinkyJie/angular1-webpack-starter,148,492.0,material-design
431,Y3Vyc29yOjQzMg==,crowdresearch/daemo,daemo,https://github.com/crowdresearch/daemo,148,3780.0,material-design
432,Y3Vyc29yOjQzMw==,4face-studi0/MaterialBottomBar,MaterialBottomBar,https://github.com/4face-studi0/MaterialBottomBar,148,0.0,material-design
433,Y3Vyc29yOjQzNA==,softvar/translatr,translatr,https://github.com/softvar/translatr,146,528.0,material-design
434,Y3Vyc29yOjQzNQ==,gurghet/vue-smart-table,vue-smart-table,https://github.com/gurghet/vue-smart-table,145,0.0,material-design
435,Y3Vyc29yOjQzNg==,JonasWanke/timetable,timetable,https://github.com/JonasWanke/timetable,145,36.0,material-design
436,Y3Vyc29yOjQzNw==,Eajy/flutter_demo,flutter_demo,https://github.com/Eajy/flutter_demo,144,,material-design
437,Y3Vyc29yOjQzOA==,KeJunMao/jekyll-theme-mdui,jekyll-theme-mdui,https://github.com/KeJunMao/jekyll-theme-mdui,143,48.0,material-design
438,Y3Vyc29yOjQzOQ==,zhanghai/MaterialEditText,MaterialEditText,https://github.com/zhanghai/MaterialEditText,143,432.0,material-design
439,Y3Vyc29yOjQ0MA==,cpacm/MoeMusic,MoeMusic,https://github.com/cpacm/MoeMusic,143,1968.0,material-design
440,Y3Vyc29yOjQ0MQ==,src-zone/material,material,https://github.com/src-zone/material,143,48.0,material-design
441,Y3Vyc29yOjQ0Mg==,ciscorucinski/ChroMATERIAL,ChroMATERIAL,https://github.com/ciscorucinski/ChroMATERIAL,143,264.0,material-design
442,Y3Vyc29yOjQ0Mw==,nethruster/ptemplate,ptemplate,https://github.com/nethruster/ptemplate,143,60.0,material-design
443,Y3Vyc29yOjQ0NA==,pkjvit/Android-Multi-Theme-UI,Android-Multi-Theme-UI,https://github.com/pkjvit/Android-Multi-Theme-UI,142,84.0,material-design
444,Y3Vyc29yOjQ0NQ==,creativetimofficial/nextjs-material-kit,nextjs-material-kit,https://github.com/creativetimofficial/nextjs-material-kit,142,1104.0,material-design
445,Y3Vyc29yOjQ0Ng==,rm3l/maoni,maoni,https://github.com/rm3l/maoni,142,0.0,material-design
446,Y3Vyc29yOjQ0Nw==,YassinAJDI/PopularMovies,PopularMovies,https://github.com/YassinAJDI/PopularMovies,142,2544.0,material-design
447,Y3Vyc29yOjQ0OA==,danimahardhika/cafebar,cafebar,https://github.com/danimahardhika/cafebar,141,0.0,material-design
448,Y3Vyc29yOjQ0OQ==,DominoKit/domino-ui,domino-ui,https://github.com/DominoKit/domino-ui,140,96.0,material-design
449,Y3Vyc29yOjQ1MA==,sidevesh/react-native-snackbar-component,react-native-snackbar-component,https://github.com/sidevesh/react-native-snackbar-component,137,780.0,material-design
450,Y3Vyc29yOjQ1MQ==,balmjs/balm-ui,balm-ui,https://github.com/balmjs/balm-ui,137,240.0,material-design
451,Y3Vyc29yOjQ1Mg==,pedromassango/IBackdrop,IBackdrop,https://github.com/pedromassango/IBackdrop,137,96.0,material-design
452,Y3Vyc29yOjQ1Mw==,BlazorExtensions/BlazorMaterial,BlazorMaterial,https://github.com/BlazorExtensions/BlazorMaterial,136,3408.0,material-design
453,Y3Vyc29yOjQ1NA==,eugenebrusov/android-cards,android-cards,https://github.com/eugenebrusov/android-cards,136,0.0,material-design
454,Y3Vyc29yOjQ1NQ==,emre1512/Noty,Noty,https://github.com/emre1512/Noty,136,0.0,material-design
455,Y3Vyc29yOjQ1Ng==,angular-material-extensions/google-maps-autocomplete,google-maps-autocomplete,https://github.com/angular-material-extensions/google-maps-autocomplete,135,828.0,material-design
456,Y3Vyc29yOjQ1Nw==,adminfaces/admin-theme,admin-theme,https://github.com/adminfaces/admin-theme,135,0.0,material-design
457,Y3Vyc29yOjQ1OA==,danmaqua/danmaqua-android,danmaqua-android,https://github.com/danmaqua/danmaqua-android,135,72.0,material-design
458,Y3Vyc29yOjQ1OQ==,hectahertz/react-native-material-dialog,react-native-material-dialog,https://github.com/hectahertz/react-native-material-dialog,135,48.0,material-design
459,Y3Vyc29yOjQ2MA==,ywwynm/EverythingDone,EverythingDone,https://github.com/ywwynm/EverythingDone,134,144.0,material-design
460,Y3Vyc29yOjQ2MQ==,JoesWeek/Cnblogs,Cnblogs,https://github.com/JoesWeek/Cnblogs,134,756.0,material-design
461,Y3Vyc29yOjQ2Mg==,AvaloniaUtils/material.avalonia,material.avalonia,https://github.com/AvaloniaUtils/material.avalonia,134,120.0,material-design
462,Y3Vyc29yOjQ2Mw==,mishushakov/dialogflow-web,dialogflow-web,https://github.com/mishushakov/dialogflow-web,134,,material-design
463,Y3Vyc29yOjQ2NA==,nstudio/nativescript-floatingactionbutton,nativescript-floatingactionbutton,https://github.com/nstudio/nativescript-floatingactionbutton,133,108.0,material-design
464,Y3Vyc29yOjQ2NQ==,WakeHao/NavBar,NavBar,https://github.com/WakeHao/NavBar,132,432.0,material-design
465,Y3Vyc29yOjQ2Ng==,pranavpandey/dynamic-toasts,dynamic-toasts,https://github.com/pranavpandey/dynamic-toasts,132,12.0,material-design
466,Y3Vyc29yOjQ2Nw==,Shashank02051997/Shotang-App,Shotang-App,https://github.com/Shashank02051997/Shotang-App,132,,material-design
467,Y3Vyc29yOjQ2OA==,jxnblk/rmdi,rmdi,https://github.com/jxnblk/rmdi,132,6336.0,material-design
468,Y3Vyc29yOjQ2OQ==,VladThodo/behe-keyboard,behe-keyboard,https://github.com/VladThodo/behe-keyboard,130,840.0,material-design
469,Y3Vyc29yOjQ3MA==,materialos/android-icon-pack,android-icon-pack,https://github.com/materialos/android-icon-pack,130,528.0,material-design
470,Y3Vyc29yOjQ3MQ==,bencompton/framework7-react,framework7-react,https://github.com/bencompton/framework7-react,130,,material-design
471,Y3Vyc29yOjQ3Mg==,prevwong/drooltip.js,drooltip.js,https://github.com/prevwong/drooltip.js,129,8712.0,material-design
472,Y3Vyc29yOjQ3Mw==,ziofat/material_design_icons_flutter,material_design_icons_flutter,https://github.com/ziofat/material_design_icons_flutter,129,48.0,material-design
473,Y3Vyc29yOjQ3NA==,shuiRong/TodayX,TodayX,https://github.com/shuiRong/TodayX,129,108.0,material-design
474,Y3Vyc29yOjQ3NQ==,jonathantribouharet/JTMaterialSpinner,JTMaterialSpinner,https://github.com/jonathantribouharet/JTMaterialSpinner,128,4596.0,material-design
475,Y3Vyc29yOjQ3Ng==,liutian/light-push,light-push,https://github.com/liutian/light-push,128,840.0,material-design
476,Y3Vyc29yOjQ3Nw==,TeamWertarbyte/material-ui-time-picker,material-ui-time-picker,https://github.com/TeamWertarbyte/material-ui-time-picker,126,96.0,material-design
477,Y3Vyc29yOjQ3OA==,hypeapps/episodie,episodie,https://github.com/hypeapps/episodie,126,192.0,material-design
478,Y3Vyc29yOjQ3OQ==,tagliala/vectoriconsroundup,vectoriconsroundup,https://github.com/tagliala/vectoriconsroundup,126,336.0,material-design
479,Y3Vyc29yOjQ4MA==,hyperspacedev/hyperspace,hyperspace,https://github.com/hyperspacedev/hyperspace,126,216.0,material-design
480,Y3Vyc29yOjQ4MQ==,ThomasTJdev/nim_websitecreator,nim_websitecreator,https://github.com/ThomasTJdev/nim_websitecreator,125,120.0,material-design
481,Y3Vyc29yOjQ4Mg==,mahdizakizadeh/shifting_tabbar,shifting_tabbar,https://github.com/mahdizakizadeh/shifting_tabbar,124,96.0,material-design
482,Y3Vyc29yOjQ4Mw==,creativetimofficial/ct-material-kit-pro,ct-material-kit-pro,https://github.com/creativetimofficial/ct-material-kit-pro,124,2232.0,material-design
483,Y3Vyc29yOjQ4NA==,zhangsr/Feeder2,Feeder2,https://github.com/zhangsr/Feeder2,124,,material-design
484,Y3Vyc29yOjQ4NQ==,Spikeysanju/Wiggles,Wiggles,https://github.com/Spikeysanju/Wiggles,123,0.0,material-design
485,Y3Vyc29yOjQ4Ng==,jiangzepeng/MaterialAnim,MaterialAnim,https://github.com/jiangzepeng/MaterialAnim,123,,material-design
486,Y3Vyc29yOjQ4Nw==,bernaferrari/SDKMonitor,SDKMonitor,https://github.com/bernaferrari/SDKMonitor,122,624.0,material-design
487,Y3Vyc29yOjQ4OA==,hluhovskyi/CameraButton,CameraButton,https://github.com/hluhovskyi/CameraButton,121,48.0,material-design
488,Y3Vyc29yOjQ4OQ==,pdliuw/flutter_app_sample,flutter_app_sample,https://github.com/pdliuw/flutter_app_sample,120,2688.0,material-design
489,Y3Vyc29yOjQ5MA==,ApoorvSaxena/colordrop,colordrop,https://github.com/ApoorvSaxena/colordrop,120,20352.0,material-design
490,Y3Vyc29yOjQ5MQ==,affilnost/angular5-example-shopping-app,angular5-example-shopping-app,https://github.com/affilnost/angular5-example-shopping-app,120,,material-design
491,Y3Vyc29yOjQ5Mg==,StephenVinouze/MaterialNumberPicker,MaterialNumberPicker,https://github.com/StephenVinouze/MaterialNumberPicker,120,204.0,material-design
492,Y3Vyc29yOjQ5Mw==,hartwork/jawanndenn,jawanndenn,https://github.com/hartwork/jawanndenn,120,216.0,material-design
493,Y3Vyc29yOjQ5NA==,SimformSolutionsPvtLtd/SSCustomEditTextOutLineBorder,SSCustomEditTextOutLineBorder,https://github.com/SimformSolutionsPvtLtd/SSCustomEditTextOutLineBorder,119,516.0,material-design
494,Y3Vyc29yOjQ5NQ==,webaddicted/Flutter-Movies4U,Flutter-Movies4U,https://github.com/webaddicted/Flutter-Movies4U,119,48.0,material-design
495,Y3Vyc29yOjQ5Ng==,ServiceStack/ServiceStackVS,ServiceStackVS,https://github.com/ServiceStack/ServiceStackVS,117,,material-design
496,Y3Vyc29yOjQ5Nw==,Kamshak/BrainPhaser,BrainPhaser,https://github.com/Kamshak/BrainPhaser,117,24.0,material-design
497,Y3Vyc29yOjQ5OA==,davidgaroro/vuetify-swipeout,vuetify-swipeout,https://github.com/davidgaroro/vuetify-swipeout,117,672.0,material-design
498,Y3Vyc29yOjQ5OQ==,tunjid/teammate-android,teammate-android,https://github.com/tunjid/teammate-android,116,,material-design
499,Y3Vyc29yOjUwMA==,hiteshsahu/Material-UpVote,Material-UpVote,https://github.com/hiteshsahu/Material-UpVote,116,,material-design
500,Y3Vyc29yOjUwMQ==,cesarferreira/MaterialComponent.Banner,MaterialComponent.Banner,https://github.com/cesarferreira/MaterialComponent.Banner,116,36.0,material-design
501,Y3Vyc29yOjUwMg==,fennifith/Attribouter,Attribouter,https://github.com/fennifith/Attribouter,116,84.0,material-design
502,Y3Vyc29yOjUwMw==,florent37/EnhancedNavigationView,EnhancedNavigationView,https://github.com/florent37/EnhancedNavigationView,116,,material-design
503,Y3Vyc29yOjUwNA==,flipflop97/Mato,Mato,https://github.com/flipflop97/Mato,116,552.0,material-design
504,Y3Vyc29yOjUwNQ==,edelstone/material-palette-generator,material-palette-generator,https://github.com/edelstone/material-palette-generator,116,1104.0,material-design
505,Y3Vyc29yOjUwNg==,twskj/pretty-swag,pretty-swag,https://github.com/twskj/pretty-swag,115,132.0,material-design
506,Y3Vyc29yOjUwNw==,HTMLElements/smart-webcomponents,smart-webcomponents,https://github.com/HTMLElements/smart-webcomponents,115,504.0,material-design
507,Y3Vyc29yOjUwOA==,side-codes/andColorPicker,andColorPicker,https://github.com/side-codes/andColorPicker,114,24.0,material-design
508,Y3Vyc29yOjUwOQ==,heinrichreimer/android-issue-reporter,android-issue-reporter,https://github.com/heinrichreimer/android-issue-reporter,113,24.0,material-design
509,Y3Vyc29yOjUxMA==,leifoolsen/mdl-ext,mdl-ext,https://github.com/leifoolsen/mdl-ext,112,24.0,material-design
510,Y3Vyc29yOjUxMQ==,felixlucien/flutter-autocomplete-textfield,flutter-autocomplete-textfield,https://github.com/felixlucien/flutter-autocomplete-textfield,112,156.0,material-design
511,Y3Vyc29yOjUxMg==,sidevesh/react-native-material-cards,react-native-material-cards,https://github.com/sidevesh/react-native-material-cards,111,2976.0,material-design
512,Y3Vyc29yOjUxMw==,joielechong/MaterialFancyButtons,MaterialFancyButtons,https://github.com/joielechong/MaterialFancyButtons,111,13068.0,material-design
513,Y3Vyc29yOjUxNA==,franmontiel/FullScreenDialog,FullScreenDialog,https://github.com/franmontiel/FullScreenDialog,110,1104.0,material-design
514,Y3Vyc29yOjUxNQ==,Shivamdhuria/flows_guide,flows_guide,https://github.com/Shivamdhuria/flows_guide,110,,material-design
515,Y3Vyc29yOjUxNg==,Chivorns/SmartMaterialSpinner,SmartMaterialSpinner,https://github.com/Chivorns/SmartMaterialSpinner,110,2184.0,material-design
516,Y3Vyc29yOjUxNw==,michaeldoye/mat-progress-buttons,mat-progress-buttons,https://github.com/michaeldoye/mat-progress-buttons,110,528.0,material-design
517,Y3Vyc29yOjUxOA==,materialos/icons,icons,https://github.com/materialos/icons,110,1560.0,material-design
518,Y3Vyc29yOjUxOQ==,nspavlo/MaterialActivityIndicator,MaterialActivityIndicator,https://github.com/nspavlo/MaterialActivityIndicator,109,444.0,material-design
519,Y3Vyc29yOjUyMA==,TheRealJAG/Laravel-QuestionAnswer,Laravel-QuestionAnswer,https://github.com/TheRealJAG/Laravel-QuestionAnswer,109,96.0,material-design
520,Y3Vyc29yOjUyMQ==,tiper/MaterialSpinner,MaterialSpinner,https://github.com/tiper/MaterialSpinner,108,84.0,material-design
521,Y3Vyc29yOjUyMg==,johnyanarella/MaterialDesignColorPicker,MaterialDesignColorPicker,https://github.com/johnyanarella/MaterialDesignColorPicker,108,21312.0,material-design
522,Y3Vyc29yOjUyMw==,sebastianhaas/medical-appointment-scheduling,medical-appointment-scheduling,https://github.com/sebastianhaas/medical-appointment-scheduling,108,72.0,material-design
523,Y3Vyc29yOjUyNA==,iRoachie/react-native-material-tabs,react-native-material-tabs,https://github.com/iRoachie/react-native-material-tabs,108,72.0,material-design
524,Y3Vyc29yOjUyNQ==,robertlevonyan/materialExpansionPanel,materialExpansionPanel,https://github.com/robertlevonyan/materialExpansionPanel,107,1836.0,material-design
525,Y3Vyc29yOjUyNg==,mono0926/adaptive_dialog,adaptive_dialog,https://github.com/mono0926/adaptive_dialog,107,24.0,material-design
526,Y3Vyc29yOjUyNw==,rakuishi/todo-android,todo-android,https://github.com/rakuishi/todo-android,107,336.0,material-design
527,Y3Vyc29yOjUyOA==,wangfeng19930909/youqu_master,youqu_master,https://github.com/wangfeng19930909/youqu_master,107,144.0,material-design
528,Y3Vyc29yOjUyOQ==,manufont/react-swipeable-bottom-sheet,react-swipeable-bottom-sheet,https://github.com/manufont/react-swipeable-bottom-sheet,106,12.0,material-design
529,Y3Vyc29yOjUzMA==,robertlevonyan/MediaPicker,MediaPicker,https://github.com/robertlevonyan/MediaPicker,106,3792.0,material-design
530,Y3Vyc29yOjUzMQ==,developer-shivam/PentagonFloatingActionButton,PentagonFloatingActionButton,https://github.com/developer-shivam/PentagonFloatingActionButton,106,96.0,material-design
531,Y3Vyc29yOjUzMg==,ChinaLHR/JianDou,JianDou,https://github.com/ChinaLHR/JianDou,104,,material-design
532,Y3Vyc29yOjUzMw==,long1eu/material_pickers,material_pickers,https://github.com/long1eu/material_pickers,104,144.0,material-design
533,Y3Vyc29yOjUzNA==,haroldadmin/MovieDB,MovieDB,https://github.com/haroldadmin/MovieDB,103,816.0,material-design
534,Y3Vyc29yOjUzNQ==,FranRiadigos/Android-Material-Avatar,Android-Material-Avatar,https://github.com/FranRiadigos/Android-Material-Avatar,102,,material-design
535,Y3Vyc29yOjUzNg==,7rajatgupta/CardView,CardView,https://github.com/7rajatgupta/CardView,102,4704.0,material-design
536,Y3Vyc29yOjUzNw==,material-foundation/material-remixer-ios,material-remixer-ios,https://github.com/material-foundation/material-remixer-ios,101,192.0,material-design
537,Y3Vyc29yOjUzOA==,react-melon/melon,melon,https://github.com/react-melon/melon,101,0.0,material-design
538,Y3Vyc29yOjUzOQ==,ilhammeidi/boss-lite,boss-lite,https://github.com/ilhammeidi/boss-lite,101,,material-design
