index,createdAt,closedAt,cursor,
0,2017-01-31T12:05:13Z,2017-02-11T06:23:55Z,Y3Vyc29yOnYyOpHOLdZluA==
1,2017-02-11T06:26:15Z,2017-06-23T22:17:16Z,Y3Vyc29yOnYyOpHOLdZluA==
2,2017-02-11T06:26:35Z,2017-06-23T22:17:17Z,Y3Vyc29yOnYyOpHOLdZluA==
3,2017-04-22T12:40:19Z,2017-05-01T23:12:04Z,Y3Vyc29yOnYyOpHOLdZluA==
4,2017-04-30T08:28:22Z,2017-05-01T23:11:54Z,Y3Vyc29yOnYyOpHOLdZluA==
5,2017-05-29T06:34:32Z,2017-06-01T05:08:37Z,Y3Vyc29yOnYyOpHOLdZluA==
6,2017-06-23T15:46:34Z,2017-06-24T17:27:04Z,Y3Vyc29yOnYyOpHOLdZluA==
7,2017-06-25T10:27:09Z,2017-07-02T02:06:41Z,Y3Vyc29yOnYyOpHOLdZluA==
8,2017-06-26T15:48:13Z,2017-06-30T01:58:14Z,Y3Vyc29yOnYyOpHOLdZluA==
9,2017-07-01T00:43:02Z,2017-07-02T02:16:34Z,Y3Vyc29yOnYyOpHOLdZluA==
10,2017-07-26T17:21:05Z,2017-07-27T00:48:06Z,Y3Vyc29yOnYyOpHOLdZluA==
11,2017-10-19T06:28:15Z,2017-10-19T08:27:10Z,Y3Vyc29yOnYyOpHOLdZluA==
12,2017-11-16T06:28:17Z,2017-11-22T00:09:04Z,Y3Vyc29yOnYyOpHOLdZluA==
13,2017-11-26T11:42:02Z,2017-12-28T22:55:50Z,Y3Vyc29yOnYyOpHOLdZluA==
14,2017-11-26T12:36:01Z,2017-12-03T19:29:02Z,Y3Vyc29yOnYyOpHOLdZluA==
15,2018-01-02T01:54:08Z,2018-01-04T08:41:31Z,Y3Vyc29yOnYyOpHOLdZluA==
16,2018-01-15T05:31:34Z,2018-02-12T06:21:27Z,Y3Vyc29yOnYyOpHOLdZluA==
17,2018-01-17T14:44:58Z,2018-01-18T05:14:12Z,Y3Vyc29yOnYyOpHOLdZluA==
18,2018-02-15T20:05:08Z,2018-02-17T03:56:57Z,Y3Vyc29yOnYyOpHOLdZluA==
19,2018-02-20T14:43:52Z,2018-03-03T21:07:23Z,Y3Vyc29yOnYyOpHOLdZluA==
20,2018-02-20T14:57:48Z,2018-03-03T20:28:28Z,Y3Vyc29yOnYyOpHOLdZluA==
21,2018-02-28T23:03:09Z,2018-03-10T18:28:28Z,Y3Vyc29yOnYyOpHOLdZluA==
