index,createdAt,closedAt,cursor,
0,2018-08-29T22:37:39Z,2018-08-30T05:43:37Z,Y3Vyc29yOnYyOpHOFdio6w==
1,2018-08-29T22:50:15Z,2018-09-06T06:52:49Z,Y3Vyc29yOnYyOpHOFdio6w==
2,2018-08-29T22:51:26Z,2018-09-02T08:09:56Z,Y3Vyc29yOnYyOpHOFdio6w==
3,2018-08-29T22:53:03Z,2018-09-07T16:33:19Z,Y3Vyc29yOnYyOpHOFdio6w==
4,2018-08-29T22:56:16Z,2018-08-30T04:50:54Z,Y3Vyc29yOnYyOpHOFdio6w==
5,2018-08-30T01:51:34Z,2018-09-02T08:09:42Z,Y3Vyc29yOnYyOpHOFdio6w==
6,2018-08-30T01:52:05Z,2018-09-02T08:09:10Z,Y3Vyc29yOnYyOpHOFdio6w==
7,2018-08-30T01:53:15Z,2018-09-03T02:48:25Z,Y3Vyc29yOnYyOpHOFdio6w==
8,2018-08-30T01:54:40Z,2018-09-03T02:48:44Z,Y3Vyc29yOnYyOpHOFdio6w==
9,2018-08-30T01:55:35Z,2018-08-30T04:49:50Z,Y3Vyc29yOnYyOpHOFdio6w==
10,2018-08-30T01:57:03Z,2018-09-01T21:30:13Z,Y3Vyc29yOnYyOpHOFdio6w==
11,2018-08-30T02:07:33Z,2018-09-03T02:48:56Z,Y3Vyc29yOnYyOpHOFdio6w==
12,2018-08-30T05:25:42Z,2018-08-30T06:06:51Z,Y3Vyc29yOnYyOpHOFdio6w==
13,2018-08-30T17:23:58Z,2018-09-01T17:16:15Z,Y3Vyc29yOnYyOpHOFdio6w==
14,2018-08-31T21:59:54Z,2018-09-01T21:44:23Z,Y3Vyc29yOnYyOpHOFdio6w==
15,2018-08-31T22:00:25Z,2018-09-02T03:03:02Z,Y3Vyc29yOnYyOpHOFdio6w==
16,2018-09-01T04:11:11Z,2018-09-02T20:26:59Z,Y3Vyc29yOnYyOpHOFdio6w==
17,2018-09-01T17:26:33Z,2018-09-02T19:44:49Z,Y3Vyc29yOnYyOpHOFdio6w==
18,2018-09-01T23:40:53Z,2018-09-02T04:25:52Z,Y3Vyc29yOnYyOpHOFdio6w==
19,2018-09-01T23:41:29Z,2018-09-02T04:24:20Z,Y3Vyc29yOnYyOpHOFdio6w==
20,2018-09-02T02:21:47Z,2018-09-02T04:14:41Z,Y3Vyc29yOnYyOpHOFdio6w==
21,2018-09-02T03:56:37Z,2018-09-02T06:52:24Z,Y3Vyc29yOnYyOpHOFdio6w==
